Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
12/3/2007,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.3,30.9,220,437
12/5/2007,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.3,30.8,220,459
12/8/2007,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.4,32.4,214,443
13-12-07,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.5,35.2,217,453
17-12-07,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.5,32.3,195,407
22-12-07,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.7,35.5,206,427
26-12-07,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.6,32.3,190,413
28-12-07,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.2,33.9,230,460
1/2/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.3,34.3,209,450
1/4/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.6,30.2,203,441
1/6/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,11.1,32.7,219,474
1/10/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.8,33,220,472
13-01-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.7,37.2,220,476
17-01-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.8,34,217,462
20-01-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,11.1,33.9,207,459
24-01-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.1,30.4,217,451
29-01-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.1,34.1,216,460
2/1/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.1,33.5,227,483
2/3/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.9,31.7,217,466
2/6/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.3,31.7,231,407
2/9/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.8,32,220,462
13-02-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.8,30.3,183,389
16-02-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,11.2,36.6,200,452
20-02-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.3,30.9,191,423
23-02-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.8,28.3,203,366
27-02-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.5,34.7,221,462
3/1/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.3,30.4,189,408
3/5/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.6,30.9,197,446
3/7/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.9,33.1,214,450
3/10/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10,30.7,220,464
14-03-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.2,30.1,190,406
17-03-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.7,31.9,224,475
21-03-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.1,30.9,203,440
24-03-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.5,31.5,177,435
28-03-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.6,30.7,203,434
4/2/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.8,32.3,207,441
4/4/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.4,29.9,222,444
4/7/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.3,30.2,190,353
4/11/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.2,30.2,199,433
14-04-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.6,30.1,186,394
18-04-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.4,31.7,179,395
21-04-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.2,27.8,157,348
25-04-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.9,29.5,179,399
28-04-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.8,29.4,196,420
5/1/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9,26.9,205,392
5/4/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.8,24.8,163,344
5/7/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.6,28.8,179,376
5/10/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.7,31.1,189,397
14-05-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,10.1,30,169,358
17-05-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9,33,175,372
21-05-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.1,33.9,177,378
24-05-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9,32.3,166,363
28-05-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.7,32.9,187,393
6/1/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.2,33.9,170,353
6/4/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8,30.8,159,339
6/6/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.1,33.9,172,372
6/9/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.4,34.1,175,372
13-06-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.6,26.8,143,322
16-06-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.5,33.6,188,372
20-06-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.3,35.9,165,338
23-06-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.2,34.2,155,332
27-06-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.5,35.4,169,359
7/2/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.1,33.5,165,357
7/6/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.8,35.2,168,365
7/10/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.5,35.2,161,345
13-07-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7,32.2,147,342
17-07-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7,30.2,138,290
20-07-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.9,31.8,158,327
24-07-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.6,31.6,127,301
27-07-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.2,31,134,291
30-07-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.2,25.5,126,286
8/1/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,5.9,26.8,135,285
8/6/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.7,31.8,146,316
8/7/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.9,31.8,157,327
8/9/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.7,31.7,152,339
13-08-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.2,33.6,149,324
21-08-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.3,30.5,150,320
24-08-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.6,31.5,142,304
31-08-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.7,26,139,301
9/1/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.6,30.4,150,313
9/5/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.2,27.5,134,306
9/7/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.7,30.8,149,318
9/11/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7,32.5,150,321
14-09-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.4,32.6,157,328
18-09-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.8,29.9,164,359
21-09-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.2,33.8,156,323
25-09-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,5.9,31.8,131,275
28-09-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,6.2,30,145,319
10/1/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,5.9,28.8,148,308
10/6/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.3,32.9,165,355
10/10/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.2,32.2,165,347
13-10-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.6,34.2,172,362
17-10-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.2,28.2,154,358
20-10-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.7,33.8,165,348
24-10-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.2,31.4,183,377
27-10-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.2,30.9,168,340
31-10-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.7,31.2,173,378
11/1/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.5,33.5,188,397
11/6/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.7,34.8,184,400
13-11-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,11,39.3,196,453
16-11-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8,33.1,185,390
20-11-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.1,34.7,195,443
23-11-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.3,36.3,211,430
27-11-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.7,34.8,209,450
30-11-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.7,34.4,202,437
12/3/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.1,35.6,193,441
12/7/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.7,34.9,216,444
12/11/2007,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.6,34.1,195,418
14-12-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.4,34.4,206,426
18-12-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,8.5,34.4,193,401
20-12-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.8,33.8,203,422
22-12-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.6,31,209,442
27-12-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,9.2,30.9,202,434
31-12-07,Uttar Pradesh,Lucknow,Kapoor Hotel,Residential and others,7.8,32.6,195,418
1/3/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.9,31.8,209,453
1/5/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.9,30.8,218,462
1/8/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,11.2,34.8,217,456
1/11/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.1,33.2,216,461
15-01-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.4,36.2,217,461
18-01-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.3,34.4,225,444
22-01-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.8,32.5,234,481
25-01-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.3,32.5,236,481
30-01-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.6,34,221,469
2/2/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.9,32.5,218,469
2/5/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,12,31.3,226,480
2/7/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,11.2,33.1,222,455
2/10/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.3,29,192,390
14-02-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.1,27.2,209,431
17-02-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.2,28.4,216,439
21-02-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.1,30.6,217,450
24-02-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.3,31,224,461
28-02-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.7,28.6,209,436
3/2/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.5,30.4,191,411
3/6/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,11,30.3,197,435
3/8/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,11,33.3,194,411
3/12/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.5,27.3,184,401
15-03-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.6,30.8,205,435
19-03-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9,27.6,216,433
22-03-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.3,29.9,216,444
26-03-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.4,28.6,193,429
29-03-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10,31.1,190,404
4/3/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10,29.5,205,440
4/5/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,11.1,27.9,185,400
4/9/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.9,28.9,202,416
4/12/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.2,29.8,199,422
16-04-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.9,30.3,199,402
19-04-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,11.3,31.9,190,409
23-04-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,10.1,31.7,193,395
26-04-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.1,28.2,192,403
30-04-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.9,26.7,183,385
5/3/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.6,28.4,187,397
5/5/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.7,26.3,167,350
5/8/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.1,26.7,170,348
5/11/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.8,32.6,158,334
15-05-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.3,34.1,200,400
18-05-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.6,33.7,179,366
22-05-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.7,31.5,153,367
25-05-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.8,36.4,180,374
30-05-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.4,34.6,170,364
6/2/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.7,31.2,171,356
6/5/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.6,34.6,166,352
6/7/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.4,37.8,184,382
6/11/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.2,36.1,175,368
14-06-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.4,30.5,151,343
18-06-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.1,31.6,176,365
21-06-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.6,30.6,178,364
25-06-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.7,35.3,171,357
28-06-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.2,34.8,171,358
7/3/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.4,34.1,181,382
7/5/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.1,32.5,163,351
7/7/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.4,35,171,364
7/11/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.9,35,163,351
14-07-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.9,33,185,374
18-07-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8,29.4,138,305
21-07-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.8,28,162,338
25-07-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.9,28.5,144,299
28-07-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6,28.6,134,271
8/2/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,5.8,28.6,143,286
8/4/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.7,26.3,141,246
8/7/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.5,30.2,139,300
8/10/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.3,32.2,140,299
14-08-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7,29.5,156,313
18-08-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.9,28.3,165,336
22-08-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.9,29.2,150,326
25-08-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.3,33.4,152,315
30-08-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.4,30.8,145,302
9/3/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6,30.1,152,314
9/6/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.6,26.3,140,297
9/8/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7,28.8,155,330
9/12/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.1,32.7,160,325
15-09-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.2,31.1,170,340
19-09-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.2,30.3,174,354
22-09-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.8,29.8,163,345
26-09-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.2,27.9,118,247
29-09-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,5.5,28.3,149,301
10/3/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.6,29.1,151,312
10/5/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.7,34.4,153,341
10/8/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.5,29.8,163,321
10/11/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.3,32.1,176,348
15-10-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.3,28.4,175,348
18-10-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.5,35.1,181,367
22-10-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.4,29.2,172,352
25-10-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,6.7,39.5,163,356
29-10-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.6,35.7,176,365
11/2/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.8,32.8,176,374
11/5/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.5,30.9,187,397
11/7/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,9.1,36.7,207,440
14-11-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.8,29.8,186,390
17-11-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.7,36.9,200,468
21-11-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.8,34.4,194,418
27-11-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.9,33.5,217,439
28-11-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.8,31.6,196,472
12/1/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.5,31.3,207,438
12/4/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.3,34.8,198,425
12/6/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.9,31.9,209,440
12/8/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.1,33.5,203,440
12/12/2007,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.9,31.7,209,458
15-12-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.9,31.8,199,399
18-12-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.7,34.3,206,431
19-12-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,8.1,34.1,191,411
28-12-07,Uttar Pradesh,Lucknow,Mahanagar,Residential and others,7.9,32.9,214,443
1/10/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.4,52.2,136,776
1/12/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,12.1,54.5,122,816
20-01-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.5,57.3,135,801
2/6/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.6,53.2,137,774
2/12/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.2,52.1,136,786
14-02-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.2,49.9,135,814
21-02-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,12,54.6,135,822
15-03-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.2,45.5,136,721
21-03-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,9.2,35.9,105,570
23-03-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.6,40.3,137,689
24-03-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.6,41.6,129,790
4/9/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.3,43.6,131,773
4/12/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.5,40.2,119,775
17-04-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.4,43.2,118,764
21-04-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.6,43.9,136,779
24-04-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.9,39.2,117,685
5/3/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.3,39.4,112,720
5/7/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.5,49.2,121,793
21-05-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,NA,NA,NA,NA
23-05-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.1,47.3,125,765
24-05-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.9,42.2,128,712
30-05-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11,42.5,118,727
6/6/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.5,42.4,115,700
13-06-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.8,42.4,119,710
15-06-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.7,44.6,117,759
21-06-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.4,48.1,103,760
25-06-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.3,43.2,111,801
7/5/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.8,46.9,122,750
16-08-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.2,44,116,728
20-08-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.1,43.2,119,723
23-08-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.9,41.5,119,723
25-08-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.3,44.6,117,734
29-08-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,9.9,43.8,113,767
9/6/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.8,43.2,116,795
9/10/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10,44.3,109,716
9/12/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.6,41.4,123,708
15-09-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.1,43.3,123,765
21-09-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.4,45.8,113,782
24-09-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.4,40.7,120,743
28-09-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.1,44.8,125,702
10/6/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.8,45.2,119,800
10/8/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11,40.7,115,804
15-10-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.6,37.1,121,756
18-10-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.4,40.2,110,757
25-10-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.1,41.1,120,711
11/3/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.6,47.9,119,798
11/8/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.1,45.8,119,688
11/9/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.2,45.8,118,711
11/12/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,12,43.1,117,717
19-11-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.9,43.1,115,785
23-11-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11,49.9,115,775
12/6/2007,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.5,42.6,110,696
13-12-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.3,50.4,108,716
15-12-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,10.9,46.8,115,726
19-12-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.4,45.2,110,744
20-12-07,Uttar Pradesh,Meerut,Begum Bridge,Residential and others,11.4,48,115,713
1/9/2007,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,11,53.7,NA,781
1/11/2007,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,12,50.6,NA,865
1/12/2007,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,11.7,48.9,NA,751
17-01-07,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,11.7,49.3,NA,735
19-01-07,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,12.6,42.7,NA,780
2/9/2007,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,10.8,50.8,NA,786
15-02-07,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,11.3,52.9,NA,811
20-02-07,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,10.6,48.6,NA,750
21-02-07,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,11.8,44.9,NA,750
23-02-07,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,11,42.3,NA,814
3/6/2007,Uttar Pradesh,Meerut,Thana Railway Road,Residential and others,11.4,44.4,NA,695
